edge_type_id target_query source_query distance_range model_template target_sections dynamics_params syn_weight
117 "pop_name=='['PyrA', 'PyrC']'" * "[0.0, 9999.9]" bg2pyr ['basal'] BG2PNe_thalamus_min.json 1
